Title,First Author,Journal,Publication Year,DOI,Duplicates,Number
Concordance Among Methods for Empiric Renal Drug Dosing: Meropenem as a Role Model for Clinical Superiority of Cockroft–Gault or Modification of Diet in Renal Disease,"Al Jasmi, Sabaa M (57205494858); Khan, Amer H (35176045800); Saadah, Loai M (6506134042); Sulaiman, Syed Azhar Syed (7005401110); Al Khalidi, Doaa Kamal (57467613300)",Clinical Medicine Insights: Therapeutics,2018,10.1177/1179559X18777767,FALSE,1
Conducting a team-based multi-sited focused ethnography in primary care,Bikker AP,BMC Med Res Methodol,2017,10.1186/s12874-017-0422-5,TRUE,1
Conducting a team-based multi-sited focused ethnography in primary care,"Bikker, A.P. (6506034557); Atherton, H. (35727527600); Brant, H. (36902336400); Porqueddu, T. (57193335838); Campbell, J.L. (55470023300); Gibson, A. (57202025509); McKinstry, B. (7004456140); Salisbury, C. (20935682000); Ziebland, S. (7003768248)",BMC Medical Research Methodology,2017,10.1186/s12874-017-0422-5,TRUE,2
Conducting a team-based multi-sited focused ethnography in primary care,"Bikker, AP; Atherton, H; Brant, H; Porqueddu, T; Campbell, JL; Gibson, A; McKinstry, B; Salisbury, C; Ziebland, S",BMC MEDICAL RESEARCH METHODOLOGY,2017,10.1186/s12874-017-0422-5,TRUE,3
Cone-beam artifact evaluation of the factorization method,"Dennerlein, F; Noo, F",MEDICAL PHYSICS,2011,10.1118/1.3577743,FALSE,1
"Confidence intervals and power calculations for within-person biological variation: effect of analytical imprecision, number of replicates, number of samples, and number of individuals",Røraas T,Clin Chem,2012,10.1373/clinchem.2012.187781,TRUE,1
"Confidence Intervals and Power Calculations for Within-Person Biological Variation: Effect of Analytical Imprecision, Number of Replicates, Number of Samples, and Number of Individuals","Roraas, T; Petersen, PH; Sandberg, S",CLINICAL CHEMISTRY,2012,10.1373/clinchem.2012.187781,TRUE,2
Consent Management System on Patient-Generated Health Data,Randine P,Stud Health Technol Inform,2024,10.3233/SHTI230956,FALSE,1
Construction of Genealogical Knowledge Graphs From Obituaries: Multitask Neural Network Extraction System,He K,J Med Internet Res,2021,10.2196/25670,TRUE,1
Construction of genealogical knowledge graphs from obituaries: Multitask neural network extraction system,"He, Kai (57207796786); Yao, Lixia (53868570800); Zhang, JiaWei (57226614661); Li, Yufei (7502084253); Li, Chen (57765324800)",Journal of Medical Internet Research,2021,10.2196/25670,TRUE,2
Construction of Genealogical Knowledge Graphs From Obituaries: Multitask Neural Network Extraction System,"He, K; Yao, LX; Zhang, JW; Li, YF; Li, C",JOURNAL OF MEDICAL INTERNET RESEARCH,2021,10.2196/25670,TRUE,3
Construction of Rural Distribution Network Reliability Management Computer System Based on Simulated Annealing Algorithm,"Lin, Xiqiao (1); Qin, Huiling (1)","2023 International Conference on Data Science and Network Security, ICDSNS 2023",2023,,TRUE,1
Construction of Rural Distribution Network Reliability Management Computer System Based on Simulated Annealing Algorithm,"Lin, Xiqiao (1); Qin, Huiling (1)","2023 International Conference on Data Science and Network Security, ICDSNS 2023",2023,,TRUE,2
Contamination in trials of educational interventions,"Keogh-Brown, M; Bachmann, M; Shepstone, L; Hewitt, C; Howe, A; Ramsay, C; Song, F; Miles, J; Torgerson, D; Miles, S; Elbourne, D; Harvey, I; Campbell, M",HEALTH TECHNOLOGY ASSESSMENT,2007,,FALSE,1
Context-Aware Time Series Imputation for Multi-Analyte Clinical Data,Yin K,J Healthc Inform Res,2020,10.1007/s41666-020-00075-3,TRUE,1
Context-Aware Time Series Imputation for Multi-Analyte Clinical Data,"Yin, KJ; Feng, LL; Cheung, WK",JOURNAL OF HEALTHCARE INFORMATICS RESEARCH,2020,10.1007/s41666-020-00075-3,TRUE,2
Continuous time recurrent neural networks: Overview and benchmarking at forecasting blood glucose in the intensive care unit,Fitzgerald O,J Biomed Inform,2023,10.1016/j.jbi.2023.104498,TRUE,1
Continuous time recurrent neural networks: Overview and benchmarking at forecasting blood glucose in the intensive care unit,"Fitzgerald, Oisin (57195354255); Perez-Concha, Oscar (57966359300); Gallego-Luxan, Blanca (57205397763); Metke-Jimenez, Alejandro (36782756000); Rudd, Lachlan (57226717845); Jorm, Louisa (6701859739)",Journal of Biomedical Informatics,2023,10.1016/j.jbi.2023.104498,TRUE,2
Continuous time recurrent neural networks: Overview and benchmarking at forecasting blood glucose in the intensive care unit,"Fitzgerald, O; Perez-Concha, O; Gallego-Luxan, B; Metke-Jimenez, A; Rudd, L; Jorm, L",JOURNAL OF BIOMEDICAL INFORMATICS,2023,10.1016/j.jbi.2023.104498,TRUE,3
Continuous time recurrent neural networks: Overview and benchmarking at forecasting blood glucose in the intensive care unit,"Fitzgerald, Oisin (1); Perez-Concha, Oscar (1); Gallego-Luxan, Blanca (1); Metke-Jimenez, Alejandro (2); Rudd, Lachlan (3); Jorm, Louisa (1)",Journal of Biomedical Informatics,2023,,TRUE,4
Contribution of Synthetic Data Generation towards an Improved Patient Stratification in Palliative Care,Hahn W,J Pers Med,2022,10.3390/jpm12081278,TRUE,1
Contribution of Synthetic Data Generation towards an Improved Patient Stratification in Palliative Care,"Hahn, Waldemar (57255281800); Schütte, Katharina (16305356500); Schultz, Kristian (57226245788); Wolkenhauer, Olaf (6603822253); Sedlmayr, Martin (56043034300); Schuler, Ulrich (7005327337); Eichler, Martin (57929485900); Bej, Saptarshi (57212381573); Wolfien, Markus (55633497900)",Journal of Personalized Medicine,2022,10.3390/jpm12081278,TRUE,2
Contribution of Synthetic Data Generation towards an Improved Patient Stratification in Palliative Care,"Hahn, W; Schütte, K; Schultz, K; Wolkenhauer, O; Sedlmayr, M; Schuler, U; Eichler, M; Bej, S; Wolfien, M",JOURNAL OF PERSONALIZED MEDICINE,2022,10.3390/jpm12081278,TRUE,3
ConvSCCS: convolutional self-controlled case series model for lagged adverse event detection,Morel M,Biostatistics,2020,10.1093/biostatistics/kxz003,TRUE,1
ConvSCCS: Convolutional self-controlled case series model for lagged adverse event detection,"Morel, Maryan (57216969213); Bacry, Emmanuel (6701623085); Gaïffas, Stéphane (16068819800); Guilloux, Agathe (6602901590); Leroy, Fanny (57214897123)",Biostatistics,2020,10.1093/biostatistics/kxz003,TRUE,2
ConvSCCS: convolutional self-controlled case series model for lagged adverse event detection,"Morel, M; Bacry, E; Gaïffas, S; Guilloux, A; Leroy, F",BIOSTATISTICS,2020,10.1093/biostatistics/kxz003,TRUE,3
Cost effectiveness study of schizophrenia a management in Mexico,"Lara-Muñoz, MD; Robles-García, R; Orozco, R; Méndez, MTS; Medina-Mora, ME; Chisholm, D",SALUD MENTAL,2010,,FALSE,1
Coverage path planning for cleaning robot based on improved simulated annealing algorithm and ant colony algorithm,"Shi, Kun (1); Wu, Wendi (1); Wu, Zhengtian (1); Jiang, Baoping (1); Karimi, Hamid Reza (2)","Signal, Image and Video Processing",2024,,TRUE,1
Coverage path planning for cleaning robot based on improved simulated annealing algorithm and ant colony algorithm,"Shi, Kun (1); Wu, Wendi (1); Wu, Zhengtian (1); Jiang, Baoping (1); Karimi, Hamid Reza (2)","Signal, Image and Video Processing",2024,,TRUE,2
Creating High-Quality Synthetic Health Data: Framework for Model Development and Validation,Karimian Sichani E,JMIR Form Res,2024,10.2196/53241,TRUE,1
Creating High-Quality Synthetic Health Data: Framework for Model Development and Validation,"Sichani, Elnaz Karimian (59121024400); Smith, Aaron (59124006400); El Emam, Khaled (7004609665); Mosquera, Lucy (57219951005)",JMIR Formative Research,2024,10.2196/53241,TRUE,2
Creating sparser prediction models of treatment outcome in depression: a proof-of-concept study using simultaneous feature selection and hyperparameter tuning,Rost N,BMC Med Inform Decis Mak,2022,10.1186/s12911-022-01926-2,FALSE,1
Creation and application of a simulated database of dynamic 18fMPPF PET acquisitions incorporating inter-individual anatomical and biological variability,Reilhac A,IEEE Trans Med Imaging,2006,10.1109/TMI.2006.879922,FALSE,1
Cross-comparison of three electromyogram decomposition algorithms assessed with experimental and simulated data,Dai C,IEEE Trans Neural Syst Rehabil Eng,2015,10.1109/TNSRE.2014.2322586,TRUE,1
Cross-comparison of three electromyogram decomposition algorithms assessed with experimental and simulated data,"Dai, Chenyun (55915055000); Li, Yejin (55915484900); Christie, Anita (10046660700); Bonato, Paolo (7006225560); McGill, Kevin C. (7004816744); Clancy, Edward A. (7003317128)",IEEE Transactions on Neural Systems and Rehabilitation Engineering,2015,10.1109/TNSRE.2014.2322586,TRUE,2
Cross-Comparison of Three Electromyogram Decomposition Algorithms Assessed With Experimental and Simulated Data,"Dai, CY; Li, YJ; Christie, A; Bonato, P; McGill, KC; Clancy, EA",IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,2015,10.1109/TNSRE.2014.2322586,TRUE,3
Cross-comparison of three electromyogram decomposition algorithms assessed with experimental and simulated data,"Dai, Chenyun (1); Li, Yejin (1); Christie, Anita (2); Bonato, Paolo (3); McGill, Kevin C. (4); Clancy, Edward A. (1)",IEEE Transactions on Neural Systems and Rehabilitation Engineering,2015,,TRUE,4
Cross-comparison of three electromyogram decomposition algorithms assessed with experimental and simulated data,"Dai, Chenyun (1); Li, Yejin (1); Christie, Anita (2); Bonato, Paolo (3); McGill, Kevin C. (4); Clancy, Edward A. (1)",IEEE Transactions on Neural Systems and Rehabilitation Engineering,2015,,TRUE,5
Cross-validation approaches for penalized Cox regression,Dai B,Stat Methods Med Res,2024,10.1177/09622802241233770,FALSE,1
Crowdsourced direct-to-consumer genomic analysis of a family quartet,Corpas M,BMC Genomics,2015,10.1186/s12864-015-1973-7,TRUE,1
Crowdsourced direct-to-consumer genomic analysis of a family quartet,"Corpas, M; Valdivia-Granda, W; Torres, N; Greshake, B; Coletta, A; Knaus, A; Harrison, AP; Cariaso, M; Moran, F; Nielsen, F; Swan, D; Solís, DYW; Krawitz, P; Schacherer, F; Schols, P; Yang, HM; Borry, P; Glusman, G; Robinson, PN",BMC GENOMICS,2015,10.1186/s12864-015-1973-7,TRUE,2
Customized Test Data Generator for HL7v3 based Healthcare Information Systems,"Egner, A; Moldoveanu, F; Goga, N; Moldoveanu, A; Asavei, V; Morar, A",CONTROL ENGINEERING AND APPLIED INFORMATICS,2013,,FALSE,1
D3D augmented reality imaging system: proof of concept in mammography,Douglas DB,Med Devices (Auckl),2016,10.2147/MDER.S110756,TRUE,1
D3D augmented reality imaging system: Proof of concept in mammography,"Douglas, David B. (56937964000); Petricoin, Emanuel F. (7006946992); Liotta, Lance (35394613100); Wilson, Eugene (57211131990)",Medical Devices: Evidence and Research,2016,10.2147/MDER.S110756,TRUE,2
D3D augmented reality imaging system: proof of concept in mammography,"Douglas, DB; Petricoin, EF; Liotta, L; Wilson, E",MEDICAL DEVICES-EVIDENCE AND RESEARCH,2016,10.2147/MDER.S110756,TRUE,3
D3D augmented reality imaging system: Proof of concept in mammography,"Douglas, David B. (1); Petricoin, Emanuel F. (2); Liotta, Lance (2); Wilson, Eugene (3)",Medical Devices: Evidence and Research,2016,,TRUE,4
Data Center HVAC Control Harnessing Flexibility Potential via Real-Time Pricing Cost Optimization Using Reinforcement Learning,"Biemann, M; Gunkel, PA; Scheller, F; Huang, L; Liu, XF",IEEE INTERNET OF THINGS JOURNAL,2023,10.1109/JIOT.2023.3263261,FALSE,1
Data Driven Surface Reflectance from Sparse and Irregular Samples,"Ruiters, R; Schwartz, C; Klein, R",COMPUTER GRAPHICS FORUM,2012,10.1111/j.1467-8659.2012.03010.x,FALSE,1
Data Generation With Filtered Œ≤-VAE for the Preoperative Prediction of Adverse Events,"Yamasaki, Yuki (1); Doi, Chiaki (1); Kitagawa, Shiori (1); Seki, Hiroyuki (2, 3); Shigeno, Hiroshi (1)",IEEE Access,2023,,TRUE,1
Data Generation With Filtered Œ≤-VAE for the Preoperative Prediction of Adverse Events,"Yamasaki, Yuki (1); Doi, Chiaki (1); Kitagawa, Shiori (1); Seki, Hiroyuki (2, 3); Shigeno, Hiroshi (1)",IEEE Access,2023,,TRUE,2
Data Generation With Filtered β-VAE for the Preoperative Prediction of Adverse Events,"Yamasaki, Yuki (57224447353); Doi, Chiaki (48061025700); Kitagawa, Shiori (58289185300); Seki, Hiroyuki (35273114000); Shigeno, Hiroshi (7003545335)",IEEE Access,2023,10.1109/ACCESS.2023.3276783,TRUE,1
Data Generation With Filtered β-VAE for the Preoperative Prediction of Adverse Events,"Yamasaki, Y; Doi, C; Kitagawa, S; Seki, H; Shigeno, H",IEEE ACCESS,2023,10.1109/ACCESS.2023.3276783,TRUE,2
Data Management for Health Data Reuse: Proposal of a Standard Workflow and a R Tutorial with Jupyter Notebook,Lamer A,Stud Health Technol Inform,2022,10.3233/SHTI220912,FALSE,1
Data protection heterogeneity in the european union,"Hölbl, Marko (14632032500); Kežmah, Boštjan (6506943063); Kompara, Marko (57200327764)",Applied Sciences (Switzerland),2021,10.3390/app112210912,TRUE,1
Data Protection Heterogeneity in the European Union,"Hölbl, M; Kezmah, B; Kompara, M",APPLIED SCIENCES-BASEL,2021,10.3390/app112210912,TRUE,2
Data protection impact assessment case study for a research project using artificial intelligence on patient data,"Várkonyi, Gizem Gültekin (57221704655); Gradišek, Anton (35179447000)",Informatica (Slovenia),2020,10.31449/INF.V44I4.3253,TRUE,1
Data Protection Impact Assessment Case Study for a Research Project Using Artificial Intelligence on Patient Data,"Várkonyi, GG; Gradisek, A",INFORMATICA-AN INTERNATIONAL JOURNAL OF COMPUTING AND INFORMATICS,2020,10.31449/inf.v44i4.3253,TRUE,2
Data protection impact assessment case study for a research project using artificial intelligence on patient data,"V√°rkonyi, Gizem G√ºltekin (1); Gradi≈°ek, Anton (2)",Informatica (Slovenia),2020,,TRUE,3
Data protection impact assessment case study for a research project using artificial intelligence on patient data,"V√°rkonyi, Gizem G√ºltekin (1); Gradi≈°ek, Anton (2)",Informatica (Slovenia),2020,,TRUE,4
"Data Provenance in Healthcare: Approaches, Challenges, and Future Directions",Ahmed M,Sensors (Basel),2023,10.3390/s23146495,TRUE,1
"Data Provenance in Healthcare: Approaches, Challenges, and Future Directions","Ahmed, Mansoor (57196745090); Dar, Amil Rohani (58510094100); Helfert, Markus (24723906500); Khan, Abid (55209201300); Kim, Jungsuk (25222892800)",Sensors,2023,10.3390/s23146495,TRUE,2
"Data Provenance in Healthcare: Approaches, Challenges, and Future Directions","Ahmed, M; Dar, AR; Helfert, M; Khan, A; Kim, J",SENSORS,2023,10.3390/s23146495,TRUE,3
"Data Provenance in Healthcare: Approaches, Challenges, and Future Directions","Ahmed, Mansoor (1, 2); Dar, Amil Rohani (2, 3); Helfert, Markus (1); Khan, Abid (4); Kim, Jungsuk (5, 6)",Sensors,2023,,TRUE,4
"Data Provenance in Healthcare: Approaches, Challenges, and Future Directions","Ahmed, Mansoor (1, 2); Dar, Amil Rohani (2, 3); Helfert, Markus (1); Khan, Abid (4); Kim, Jungsuk (5, 6)",Sensors,2023,,TRUE,5
Data Quality Assessment for Observational Medical Outcomes Partnership Common Data Model of Multi-Center,Oh SW,Stud Health Technol Inform,2023,10.3233/SHTI230127,FALSE,1
Data Sharing in Biomedical Sciences: A Systematic Review of Incentives,Devriendt T,Biopreserv Biobank,2021,10.1089/bio.2020.0037,TRUE,1
Data Sharing in Biomedical Sciences: A Systematic Review of Incentives,"Devriendt, T; Shabani, M; Borry, P",BIOPRESERVATION AND BIOBANKING,2021,10.1089/bio.2020.0037,TRUE,2
Data-driven electrical conductivity brain imaging using 3 T MRI,"Jung, Kyu-Jin (57192907979); Mandija, Stefano (56780311000); Cui, Chuanjiang (57223339906); Kim, Jun-Hyeong (57203246372); Al-masni, Mohammed A. (57192575678); Meerbothe, Thierry G. (57824182300); Park, Mina (56819545100); van den Berg, Cornelis A. T. (7101982453); Kim, Dong-Hyun (57756135500)",Human Brain Mapping,2023,10.1002/hbm.26421,FALSE,1
Dataset Comparison Tool: Utility and Privacy,Coutinho-Almeida J,Stud Health Technol Inform,2022,10.3233/SHTI220389,FALSE,1
DataSifter II: Partially synthetic data sharing of sensitive information containing time-varying correlated observations,Zhou N,J Algorithm Comput Technol,2022,10.1177/17483026211065379,TRUE,1
DataSifter II: Partially synthetic data sharing of sensitive information containing time-varying correlated observations,"Zhou, NN; Wang, L; Marino, S; Zhao, Y; Dinov, ID",JOURNAL OF ALGORITHMS & COMPUTATIONAL TECHNOLOGY,2022,10.1177/17483026211065379,TRUE,2
DataSifterText: Partially Synthetic Text Generation for Sensitive Clinical Notes,Zhou N,J Med Syst,2022,10.1007/s10916-022-01880-6,TRUE,1
DataSifterText: Partially Synthetic Text Generation for Sensitive Clinical Notes,"Zhou, Nina (57203751868); Wu, Qiucheng (57204852994); Wu, Zewen (57966579500); Marino, Simeone (8786377400); Dinov, Ivo D. (6603200380)",Journal of Medical Systems,2022,10.1007/s10916-022-01880-6,TRUE,2
DataSifterText: Partially Synthetic Text Generation for Sensitive Clinical Notes,"Zhou, NN; Wu, QC; Wu, ZW; Marino, S; Dinov, ID",JOURNAL OF MEDICAL SYSTEMS,2022,10.1007/s10916-022-01880-6,TRUE,3
De-identifying Spanish medical texts - named entity recognition applied to radiology reports,Pérez-Díez I,J Biomed Semantics,2021,10.1186/s13326-021-00236-2,TRUE,1
De-identifying Spanish medical texts - named entity recognition applied to radiology reports,"Pérez-Díez, Irene (57221466264); Pérez-Moraga, Raúl (57218506653); López-Cerdán, Adolfo (56893740900); Salinas-Serrano, Jose-Maria (57210987487); la Iglesia-Vayá, María de (57222631510)",Journal of Biomedical Semantics,2021,10.1186/s13326-021-00236-2,TRUE,2
De-identifying Spanish medical texts-named entity recognition applied to radiology reports,"Pérez-Díez, I; Pérez-Moraga, R; López-Cerdán, A; Salinas-Serrano, JM; de la Iglesia-Vayá, M",JOURNAL OF BIOMEDICAL SEMANTICS,2021,10.1186/s13326-021-00236-2,FALSE,1
Dealing with missing outcome data in randomized trials and observational studies,Groenwold RH,Am J Epidemiol,2012,10.1093/aje/kwr302,TRUE,1
Dealing With Missing Outcome Data in Randomized Trials and Observational Studies,"Groenwold, RHH; Donders, ART; Roes, KCB; Harrell, FE; Moons, KGM",AMERICAN JOURNAL OF EPIDEMIOLOGY,2012,10.1093/aje/kwr302,TRUE,2
Deconvolution of Tc-99m-Mercaptoacetyltriglycine Renograms with the Concomitant Use of a Sparse Legendre Polynomial Representation and the Moore-Penrose Pseudo-inverse,Destine M,Mol Imaging Radionucl Ther,2022,10.4274/mirt.galenos.2021.17363,TRUE,1
Deconvolution of Tc-99m-Mercaptoacetyltriglycine Renograms with the Concomitant Use of a Sparse Legendre Polynomial Representation and the Moore-Penrose Pseudo-inverse,"Destine, M; Hanin, FX; Mathieu, I; Willemon, B; Seret, A",MOLECULAR IMAGING AND RADIONUCLIDE THERAPY,2022,10.4274/mirt.galenos.2021.17363,TRUE,2
Deconvolution of Tc-99m-Mercaptoacetyltriglycine Renograms with the Concomitant Use of a Sparse Legendre Polynomial Representation and the Moore-Penrose Pseudo-inverse; Tc-99m-Merkaptoasetiltriglisin Renogramlarının Seyrek Legendre Polinom Gösterimi ve Psödo-İnvers Moore-Penrose Yöntemlerinin Birlikte Kullanılmasıyla Dekonvolüsyonu,"Destine, Michel (12765966000); Hanin, François-Xavier (23982418700); Mathieu, Isabelle (6603570328); Willemart, Bernard (6507385481); Seret, Alain (6701427965)",Molecular Imaging and Radionuclide Therapy,2022,10.4274/mirt.galenos.2021.17363,FALSE,1
Deep Aging Clocks: The Emergence of AI-Based Biomarkers of Aging and Longevity,Zhavoronkov A,Trends Pharmacol Sci,2019,10.1016/j.tips.2019.05.004,FALSE,1
Deep Generative Models for Synthetic Data: A Survey,"Eigenschink, Peter (58277796300); Reutterer, Thomas (6506027894); Vamosi, Stefan (57430844100); Vamosi, Ralf (57199861767); Sun, Chang (57201947370); Kalcher, Klaudius (57556373900)",IEEE Access,2023,10.1109/ACCESS.2023.3275134,TRUE,1
Deep Generative Models for Synthetic Data: A Survey,"Eigenschink, P; Reutterer, T; Vamosi, S; Vamosi, R; Sun, C; Kalcher, K",IEEE ACCESS,2023,10.1109/ACCESS.2023.3275134,TRUE,2
Deep Generative Models for Synthetic Data: A Survey,"Eigenschink, Peter (1); Reutterer, Thomas (1); Vamosi, Stefan (1); Vamosi, Ralf (1, 2); Sun, Chang (3); Kalcher, Klaudius (4)",IEEE Access,2023,,TRUE,3
Deep Generative Models for Synthetic Data: A Survey,"Eigenschink, Peter (1); Reutterer, Thomas (1); Vamosi, Stefan (1); Vamosi, Ralf (1, 2); Sun, Chang (3); Kalcher, Klaudius (4)",IEEE Access,2023,,TRUE,4
Deep generative models in DataSHIELD,Lenz S,BMC Med Res Methodol,2021,10.1186/s12874-021-01237-6,TRUE,1
Deep generative models in DataSHIELD,"Lenz, Stefan (57196094468); Hess, Moritz (55935582100); Binder, Harald (7202460535)",BMC Medical Research Methodology,2021,10.1186/s12874-021-01237-6,TRUE,2
Deep generative models in DataSHIELD,"Lenz, S; Hess, M; Binder, H",BMC MEDICAL RESEARCH METHODOLOGY,2021,10.1186/s12874-021-01237-6,TRUE,3
Deep learning for cranioplasty in clinical practice: Going from synthetic to real patient data,Kodym O,Comput Biol Med,2021,10.1016/j.compbiomed.2021.104766,TRUE,1
Deep learning for cranioplasty in clinical practice: Going from synthetic to real patient data,"Kodym, Oldřich (46060998200); Španěl, Michal (22836945200); Herout, Adam (6506161493)",Computers in Biology and Medicine,2021,10.1016/j.compbiomed.2021.104766,TRUE,2
Deep learning for cranioplasty in clinical practice: Going from synthetic to real patient data,"Kodym, O; Spanel, M; Herout, A",COMPUTERS IN BIOLOGY AND MEDICINE,2021,10.1016/j.compbiomed.2021.104766,TRUE,3
Deep learning for cranioplasty in clinical practice: Going from synthetic to real patient data,"Kodym, Old≈ôich (1); ≈†panƒõl, Michal (1); Herout, Adam (1)",Computers in Biology and Medicine,2021,,TRUE,4
Deep learning for cranioplasty in clinical practice: Going from synthetic to real patient data,"Kodym, Old≈ôich (1); ≈†panƒõl, Michal (1); Herout, Adam (1)",Computers in Biology and Medicine,2021,,TRUE,5
Deep learning-based markerless lung tumor tracking in stereotactic radiotherapy using Siamese networks,Grama D,Med Phys,2023,10.1002/mp.16470,TRUE,1
Deep learning-based markerless lung tumor tracking in stereotactic radiotherapy using Siamese networks,"Grama, Dragos (58672905300); Dahele, Max (18436797700); van Rooij, Ward (57208401740); Slotman, Ben (35451427300); Gupta, Deepak K. (55737051100); Verbakel, Wilko F.A.R. (6603488694)",Medical Physics,2023,10.1002/mp.16470,TRUE,2
Deep learning-based markerless lung tumor tracking in stereotactic radiotherapy using Siamese networks,"Grama, D; Dahele, M; van Rooij, W; Slotman, B; Gupta, DK; Verbakel, WFAR",MEDICAL PHYSICS,2023,10.1002/mp.16470,TRUE,3
Deep learning-based markerless lung tumor tracking in stereotactic radiotherapy using Siamese networks,"Grama, Dragos (1); Dahele, Max (1); van Rooij, Ward (1); Slotman, Ben (1); Gupta, Deepak K. (2); Verbakel, Wilko F.A.R. (1)",Medical Physics,2023,,TRUE,4
Deep Learning-Driven Real-Time Multimodal Healthcare Data Synthesis,"Preetha, M. (57191620721); Budaraju, Raja Rao (58198714400); Jackulin, C. (57216490406); Aruna Sri, P.S.G. (57202510066); Padmapriya, T. (56644929900)",International Journal of Intelligent Systems and Applications in Engineering,2024,,FALSE,1
Deep-Learning-Driven Techniques for Real-Time Multimodal Health and Physical Data Synthesis,"Haleem, Muhammad Salman (26666131100); Ekuban, Audrey (57223018164); Antonini, Alessio (56353561600); Pagliara, Silvio (14523356200); Pecchia, Leandro (35746897300); Allocca, Carlo (36241199500)",Electronics (Switzerland),2023,10.3390/electronics12091989,TRUE,1
Deep-Learning-Driven Techniques for Real-Time Multimodal Health and Physical Data Synthesis,"Haleem, MS; Ekuban, A; Antonini, A; Pagliara, S; Pecchia, L; Allocca, C",ELECTRONICS,2023,10.3390/electronics12091989,TRUE,2
Defining regions for locality health care planning: a multidimensional approach,Shortt NK,Soc Sci Med,2005,10.1016/j.socscimed.2004.11.016,TRUE,1
Defining regions for locality health care planning: a multidimensional approach,"Shortt, NK; Moore, A; Coombes, M; Wymer, C",SOCIAL SCIENCE & MEDICINE,2005,10.1016/j.socscimed.2004.11.016,TRUE,2
Demonstrating an approach for evaluating synthetic geospatial and temporal epidemiologic data utility: results from analyzing >1.8 million SARS-CoV-2 tests in the United States National COVID Cohort Collaborative (N3C),Thomas JA,J Am Med Inform Assoc,2022,10.1093/jamia/ocac045,TRUE,1
Demonstrating an approach for evaluating synthetic geospatial and temporal epidemiologic data utility: results from analyzing >1.8 million SARS-CoV-2 tests in the United States National COVID Cohort Collaborative (N3C),"Thomas, JA; Foraker, RE; Zamstein, N; Morrow, JD; Payne, PRO; Wilcox, AB",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,2022,10.1093/jamia/ocac045,TRUE,2
Depression in adults with sickle cell disease: a systematic review of the methodological issues in assessing prevalence of depression,"Oudin Doglioni, Damien (57201657877); Chabasseur, Vincent (57222755564); Barbot, Frédéric (36135309000); Galactéros, Frédéric (35448455300); Gay, Marie-Claire (8383964800)",BMC Psychology,2021,10.1186/s40359-021-00543-4,FALSE,1
Description length guided nonlinear unified Granger causality analysis,"Li, Fei (57205719489); Lin, Qiang (26643385900); Zhao, Xiaohu (7407574693); Hu, Zhenghui (8439432400)",Network Neuroscience,2023,10.1162/netn_a_00316,FALSE,1
Desiderata for a Synthetic Clinical Data Generator,Wiedekopf J,Stud Health Technol Inform,2021,10.3233/SHTI210122,FALSE,1
Design and implementation of distributed ledger based health data management system,"Moon, Junho (57199927381); Kim, Dongsoo (55803726900)","International Journal of Innovative Computing, Information and Control",2020,10.24507/ijicic.16.03.1117,TRUE,1
DESIGN AND IMPLEMENTATION OF DISTRIBUTED LEDGER BASED HEALTH DATA MANAGEMENT SYSTEM,"Moon, J; Kim, D",INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2020,10.24507/ijicic.16.03.1117,TRUE,2
Design and implementation of distributed ledger based health data management system,"Moon, Junho (1); Kim, Dongsoo (1)","International Journal of Innovative Computing, Information and Control",2020,,TRUE,3
Design and implementation of distributed ledger based health data management system,"Moon, Junho (1); Kim, Dongsoo (1)","International Journal of Innovative Computing, Information and Control",2020,,TRUE,4
Design and validation of a data simulation model for longitudinal healthcare data,Murray RE,AMIA Annu Symp Proc,2011,,FALSE,1
Design and validation of a data simulation model for longitudinal healthcare data.,"Murray, Richard E (55604321500); Ryan, Patrick B (36469223700); Reisinger, Stephanie J (8301198800)",AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,2011,,FALSE,1
Design of a decision support system to help clinicians manage glycemia in patients with type 2 diabetes mellitus,"Rodbard, David (57217764255); Vigersky, Robert A. (7004083642)",Journal of Diabetes Science and Technology,2011,10.1177/193229681100500230,FALSE,1
Designing an Attribute-Based Encryption Scheme with an Enhanced Anonymity Model for Privacy Protection in E-Health,"Zala, Kirtirajsinh (58636504500); Thakkar, Hiren Kumar (57193791442); Dholakia, Neel (57865100600); Shukla, Madhu (56973555700); Thumar, Deep (58809035200)",SN Computer Science,2024,10.1007/s42979-023-02541-2,FALSE,1
Designing and testing a blockchain application for patient identity management in healthcare,Khurshid A,JAMIA Open,2021,10.1093/jamiaopen/ooaa073,TRUE,1
Designing and testing a blockchain application for patient identity management in healthcare,"Khurshid, Anjum (32867798300); Holan, Cole (57214227085); Cowley, Cody (57486612500); Alexander, Jeremiah (57214442755); Harrell, Daniel Toshio (56319829200); Usman, Muhammad (57540281800); Desai, Ishav (57487273600); Bautista, John Robert (56684511200); Meyer, Eric (55545861313)",JAMIA Open,2021,10.1093/jamiaopen/ooaa073,TRUE,2
