Title,First Author,Journal,Publication Year,DOI,Duplicates,Number
"Attitudes and perceptions of teachers toward mental health literacy: A case of Odzi High School, Mutare District, Zimbabwe",Sibanda T,Front Psychol,2022,10.3389/fpsyg.2022.1003115,FALSE,1
Auto-calibrating spherical deconvolution based on ODF sparsity,Schultz T,Med Image Comput Comput Assist Interv,2013,10.1007/978-3-642-40811-3_83,FALSE,1
Automated visibility map of the internal colon surface from colonoscopy video,Armin MA,Int J Comput Assist Radiol Surg,2016,10.1007/s11548-016-1462-8,FALSE,1
Automatic 3-D breath-hold related motion correction of dynamic multislice MRI,Elen A,IEEE Trans Med Imaging,2010,10.1109/TMI.2009.2039145,FALSE,1
Auxiliary variables for Bayesian inference in multi-class queueing networks,"Perez, I; Hodge, D; Kypraios, T",STATISTICS AND COMPUTING,2018,10.1007/s11222-017-9787-x,FALSE,1
Axes of a revolution: challenges and promises of big data in healthcare,Shilo S,Nat Med,2020,10.1038/s41591-019-0727-5,FALSE,1
Balance measures for propensity score methods: a clinical example on beta-agonist use and the risk of myocardial infarction,"Groenwold, RHH; de Vries, F; de Boer, A; Pestman, WR; Rutten, FH; Hoes, AW; Klungel, OH",PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,2011,10.1002/pds.2251,FALSE,1
Balance of mixed flow assembly line based on industrial engineering mathematics and simulated annealing improved algorithm,"Yang, Huanyu (1)",Results in Engineering,2024,,FALSE,1
Barriers to data quality resulting from the process of coding health information to administrative data: a qualitative study,Lucyk K,BMC Health Serv Res,2017,10.1186/s12913-017-2697-y,FALSE,1
Basis and perspectives of artificial intelligence in radiation therapy,Burgun A,Cancer Radiother,2019,10.1016/j.canrad.2019.08.005,FALSE,1
Bayesian estimation of finite time ruin probabilities,"Ausin, M. Concepcion (57205514736); Wiper, Michael P. (6602211559); Lillo, Rosa E. (35320176800)",Applied Stochastic Models in Business and Industry,2009,10.1002/asmb.762,FALSE,1
Bayesian Multi-View Clustering given complex inter-view structure,Shapiro BD,F1000Res,2024,10.12688/f1000research.126215.2,FALSE,1
Bayesian profiling for cost with zeros to decompose total cost into probability of cost and mean nonzero cost,Grunwald GK,Biom J,2020,10.1002/bimj.201900148,FALSE,1
Bayesian workflow for time-varying transmission in stratified compartmental infectious disease transmission models,"Bouman, JA; Hauser, A; Grimm, SL; Wohlfender, M; Bhatt, S; Semenova, E; Gelman, A; Althaus, CL; Riou, J",PLOS COMPUTATIONAL BIOLOGY,2024,10.1371/journal.pcbi.1011575,FALSE,1
Benefit-Risk Monitoring of Vaccines Using an Interactive Dashboard: A Methodological Proposal from the ADVANCE Project,Bollaerts K,Drug Saf,2018,10.1007/s40264-018-0658-y,FALSE,1
Best (but oft-forgotten) practices: propensity score methods in clinical nutrition research,Ali MS,Am J Clin Nutr,2016,10.3945/ajcn.115.125914,FALSE,1
Beyond the challenge to research integrity: imposter participation in incentivised qualitative research and its impact on community engagement,Drysdale K,Health Sociol Rev,2023,10.1080/14461242.2023.2261433,FALSE,1
Beyond trust: Amplifying unheard voices on concerns about harm resulting from health data-sharing,Mulrine S,Med Access Point Care,2021,10.1177/23992026211048421,FALSE,1
Bias correction for inverse variance weighting Mendelian randomization,Mounier N,Genet Epidemiol,2023,10.1002/gepi.22522,FALSE,1
biDCG: a new method for discovering global features of DNA microarray data via an iterative re-clustering procedure,Chen CP,PLoS One,2014,10.1371/journal.pone.0102445,FALSE,1
Big data analytics with oenn based clinical decision support system,"Murari, Thejovathi (57282325200); Prathiba, L. (57194519964); Singamaneni, Kranthi Kumar (57205572142); Venu, D. (57191611994); Nassa, Vinay Kumar (57225091963); Kohar, Rachna (57193505642); Uparkar, Satyajit Sidheshwar (57211918572)",Intelligent Automation and Soft Computing,2022,10.32604/iasc.2022.020203,FALSE,1
Big Data Privacy in Biomedical Research,Wang S,IEEE Trans Big Data,2020,10.1109/TBDATA.2016.2608848,FALSE,1
Big data simulations for capacity improvement in a general ophthalmology clinic,"Kern, Christoph (57189385073); König, André (57221290548); Fu, Dun Jack (57209181179); Schworm, Benedikt (57211139128); Wolf, Armin (25959444800); Priglinger, Siegfried (7003656506); Kortuem, Karsten U. (6507723181)",Graefe's Archive for Clinical and Experimental Ophthalmology,2021,10.1007/s00417-020-05040-9,FALSE,1
Big Data Solutions for Controversies in Breast Cancer Treatment,Cobb AN,Clin Breast Cancer,2021,10.1016/j.clbc.2020.08.003,FALSE,1
Big science and big data in nephrology,Saez-Rodriguez J,Kidney Int,2019,10.1016/j.kint.2018.11.048,FALSE,1
Biological Variation: The Effect of Different Distributions on Estimated Within-Person Variation and Reference Change Values,Røraas T,Clin Chem,2016,10.1373/clinchem.2015.252296,FALSE,1
Biomechanical Comparative Analyses Between the Anterolateral and Medial Distal Tibia Locking Plates in Treating Complex Distal Tibial Fracture: A Finite Element Study,"Aizat, RM; Kadir, MRA; Ab Rahman, S; Shihabudin, TMTM; Robson, N; Kamarul, T",JOURNAL OF MEDICAL IMAGING AND HEALTH INFORMATICS,2013,10.1166/jmihi.2013.1194,FALSE,1
Biomedical engineering supports surgical planning and interventions,Dickhaus H,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,2010,10.1007/s00103-010-1100-5,FALSE,1
Blockchain-Based Accountable Auditing with Multi-Ownership Transfer,"Shen, Jun (57190138346); Chen, Xiaofeng (35721744700); Wei, Jianghong (51462248900); Guo, Fuchun (23466905300); Susilo, Willy (6602119732)",IEEE Transactions on Cloud Computing,2023,10.1109/TCC.2022.3224440,FALSE,1
Body-map storytelling as a health research methodology: Blurred lines creating clear pictures; Body-Map-Erzählungen als gesundheitswissenschaftliche Methodologie: Wie aus verschwommenen Linien klare Bilder entstehen,"Gastaldo, Denise (6603765822); Rivas-Quarneti, Natalia (57195508592); Magalhães, Lilian (57225455686)",Forum Qualitative Sozialforschung,2018,10.17169/fqs-19.2.2858,FALSE,1
Brain MR image denoising for Rician noise using pre-smooth non-local means filter,Yang J,Biomed Eng Online,2015,10.1186/1475-925X-14-2,FALSE,1
Brain Tumor Recurrence vs. Radiation Necrosis Classification and Patient Survivability Prediction,"Sadique, M.S. (57764837700); Farzana, W. (57208386534); Temtam, A. (56257944600); Lappinen, E. (36193797700); Vossough, A. (6508190258); Iftekharuddin, K.M. (7005905201)",IEEE Journal of Biomedical and Health Informatics,2024,10.1109/JBHI.2024.3406256,FALSE,1
Breaking ranks? Differentiating nominal group technique scoring approaches for consensus and prioritization,"Thier, M; Mason, DP",INTERNATIONAL JOURNAL OF RESEARCH & METHOD IN EDUCATION,2019,10.1080/1743727X.2018.1533938,FALSE,1
Breast cancer screening and overdiagnosis,Bulliard JL,Int J Cancer,2021,10.1002/ijc.33602,FALSE,1
Bridging the gap between complexity science and clinical practice by formalizing idiographic theories: a computational model of functional analysis,Burger J,BMC Med,2020,10.1186/s12916-020-01558-1,FALSE,1
Bt-GAN: Generating Fair Synthetic Healthdata via Bias-transforming Generative Adversarial Networks,"Ramachandranpillai, Resmi (57211461510); Sikder, Md Fahim (57192666396); Bergström, David (57219734349); Heintz, Fredrik (6603720152)",Journal of Artificial Intelligence Research,2024,10.1613/jair.1.15317,FALSE,1
Building motion models of lung tumours from cone-beam CT for radiotherapy applications,Martin J,Phys Med Biol,2013,10.1088/0031-9155/58/6/1809,FALSE,1
CACONET: a novel classification framework for microbial correlation networks,Xu Y,Bioinformatics,2022,10.1093/bioinformatics/btab879,FALSE,1
CADUCEO: A Platform to Support Federated Healthcare Facilities through Artificial Intelligence,Menegatti D,Healthcare (Basel),2023,10.3390/healthcare11152199,FALSE,1
"Calculating Power by Bootstrap, with an Application to Cluster-Randomized Trials",Kleinman K,EGEMS (Wash DC),2017,10.13063/2327-9214.1202,FALSE,1
Calculating the Expected Value of Sample Information in Practice: Considerations from 3 Case Studies,Heath A,Med Decis Making,2020,10.1177/0272989X20912402,FALSE,1
Calculation of limits for significant unidirectional changes in two or more serial results of a biomarker based on a computer simulation model,Lund F,Ann Clin Biochem,2015,10.1177/0004563214534636,FALSE,1
Calibration plots for multistate risk predictions models,"Pate, Alexander (57190854376); Sperrin, Matthew (26535288300); Riley, Richard D. (7201915531); Peek, Niels (15840668400); Van Staa, Tjeerd (14014266800); Sergeant, Jamie C. (38562164200); Mamas, Mamas A. (6507283777); Lip, Gregory Y. H. (57216675273); O'Flaherty, Martin (6701635334); Barrowman, Michael (57210567856); Buchan, Iain (58718203600); Martin, Glen P. (57199301846)",Statistics in Medicine,2024,10.1002/sim.10094,FALSE,1
Camera-based fall detection using real-world versus simulated data: How far are we from the solution?,"Debard, G; Mertens, M; Deschodt, M; Vlaeyen, E; Devriendt, E; Dejaeger, E; Milisen, K; Tournoy, J; Croonenborghs, T; Goedemé, T; Tuytelaars, T; Vanrumste, B",JOURNAL OF AMBIENT INTELLIGENCE AND SMART ENVIRONMENTS,2016,10.3233/AIS-160369,FALSE,1
Can I trust my fake data - A comprehensive quality assessment framework for synthetic tabular data in healthcare,Vallevik VB,Int J Med Inform,2024,10.1016/j.ijmedinf.2024.105413,FALSE,1
Can I trust my fake data ‚Äì A comprehensive quality assessment framework for synthetic tabular data in healthcare,"Vallevik, Vibeke Binz (1, 2); Babic, Aleksandar (2); Marshall, Serena E. (2); Elvatun, Severin (3); Br√∏gger, Helga M.B. (2, 4); Alagaratnam, Sharmini (2); Edwin, Bj√∏rn (1, 5); Veeraragavan, Narasimha R. (3); Befring, Anne Kjersti (1); Nyg√•rd, Jan F. (3, 6)",International Journal of Medical Informatics,2024,,FALSE,1
Can the Use of Bayesian Analysis Methods Correct for Incompleteness in Electronic Health Records Diagnosis Data? Development of a Novel Method Using Simulated and Real-Life Clinical Data,Ford E,Front Public Health,2020,10.3389/fpubh.2020.00054,FALSE,1
Cardiac aging synthesis from cross-sectional data with conditional generative adversarial networks,Campello VM,Front Cardiovasc Med,2022,10.3389/fcvm.2022.983091,FALSE,1
Case report: evaluation of an open-source synthetic data platform for simulation studies,Meeker D,JAMIA Open,2022,10.1093/jamiaopen/ooac067,FALSE,1
Case study: Spark GPU-enabled framework to control COVID-19 spread using cell-phone spatio-temporal data,"Abdallah, Hussein Shahata (57219055118); Khafagy, Mohamed H. (36617440800); Omara, Fatma A. (26536522900)","Computers, Materials and Continua",2020,10.32604/cmc.2020.011313,FALSE,1
CATS: Conditional Adversarial Trajectory Synthesis for privacy-preserving trajectory data publication using deep learning approaches,"Rao, JM; Gao, S; Zhu, SJ",INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,2023,10.1080/13658816.2023.2262550,FALSE,1
Causal Methods Madness: Lessons Learned from the 2022 ACIC Competition to Estimate Health Policy Impacts,"Thal, Dan R.C. (58284617500); Finucane, Mariel M. (57214927679)",Observational Studies,2023,10.1353/obs.2023.0023,FALSE,1
Challenges and opportunities beyond structured data in analysis of electronic health records,"Tayefi, Maryam (57188813741); Ngo, Phuong (57203190910); Chomutare, Taridzo (52363191200); Dalianis, Hercules (6506899838); Salvi, Elisa (57194683626); Budrionis, Andrius (55735006700); Godtliebsen, Fred (55974798000)",Wiley Interdisciplinary Reviews: Computational Statistics,2021,10.1002/wics.1549,FALSE,1
Challenges in the design and analysis of sequentially monitored postmarket safety surveillance evaluations using electronic observational health care data,Nelson JC,Pharmacoepidemiol Drug Saf,2012,10.1002/pds.2324,FALSE,1
Characterization of Synthetic Health Data Using Rule-Based Artificial Intelligence Models,Lenatti M,IEEE J Biomed Health Inform,2023,10.1109/JBHI.2023.3236722,FALSE,1
Characterizing multi-omic data in systems biology,Mason CE,Adv Exp Med Biol,2014,10.1007/978-1-4614-8778-4_2,FALSE,1
Chest tomosynthesis image enhancement by bone suppression using convolutional neural networks with synthetic data,"Xu, XT; Li, Q; Jin, S; Su, Z; Zhang, Y",JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES,2024,10.1016/j.jrras.2024.100866,FALSE,1
Chrono correlator: Enriching events with time series,"van Dortmont, M.A.M.M. (15123375800); van den Elzen, S. (37017508300); van Wijk, J.J. (7006646840)",Computer Graphics Forum,2019,10.1111/cgf.13697,FALSE,1
Classifying vaguely labeled data based on evidential fusion,"Song, Moxian (1, 2); Sun, Chenxi (1, 2); Cai, Derun (1, 2); Hong, Shenda (3, 4); Li, Hongyan (1, 2)",Information Sciences,2022,,FALSE,1
Clinical decision support for chemotherapy-induced neutropenia using a hybrid pharmacodynamic/machine learning model,Hughes JH,CPT Pharmacometrics Syst Pharmacol,2023,10.1002/psp4.13019,FALSE,1
Clinical Decision Support Systems: From the Perspective of Small and Imbalanced Data Set,Par OE,Stud Health Technol Inform,2019,10.3233/SHTI190089,FALSE,1
Clinicians' Perspectives in Using Patient-Generated Health Data to Improve Ischemic Heart Disease Management,Alaboud K,AMIA Jt Summits Transl Sci Proc,2022,,FALSE,1
clusterBMA: Bayesian model averaging for clustering,Forbes O,PLoS One,2023,10.1371/journal.pone.0288000,FALSE,1
Clustering and Kernel Density Estimation for Assessment of Measurable Residual Disease by Flow Cytometry,Jacqmin H,Diagnostics (Basel),2020,10.3390/diagnostics10050317,FALSE,1
Coffee Crops Analysis Using UAVs Equipped with Multispectral Cameras,"Arteaga-Lopez, N; Delgado-Calvache, C; Casanova, JF; Figueroa, C","REVISTA FACULTAD DE INGENIERIA, UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA",2022,10.19053/01211129.v31.n62.2022.14870,FALSE,1
Collaborative learning from distributed data with differentially private synthetic data,"Prediger, Lukas (57219757644); Jälkö, Joonas (57196034660); Honkela, Antti (6602724494); Kaski, Samuel (35302360900)",BMC Medical Informatics and Decision Making,2024,10.1186/s12911-024-02563-7,FALSE,1
COMMUTE: Communication-efficient transfer learning for multi-site risk prediction,Gu T,J Biomed Inform,2023,10.1016/j.jbi.2022.104243,FALSE,1
Comparative assessment of synthetic time series generation approaches in healthcare: leveraging patient metadata for accurate data synthesis,Isasa I,BMC Med Inform Decis Mak,2024,10.1186/s12911-024-02427-0,FALSE,1
Comparing and assessing the consequences of two different approaches to measuring school effectiveness,"Guarino, Cassandra M. (14012969600); Stacy, Brian W. (56485524500); Wooldridge, Jeffrey M. (7005740338)","Educational Assessment, Evaluation and Accountability",2019,10.1007/s11092-019-09308-5,FALSE,1
Comparing Findings From a Friends of Cancer Research Exploratory Analysis of Real-World End Points With the Cancer Analysis System in England,Horvat P,JCO Clin Cancer Inform,2021,10.1200/CCI.21.00013,FALSE,1
Comparing measured and simulated wave directions in the left atrium - a workflow for model personalization and validation,Burdumy M,Biomed Tech (Berl),2012,10.1515/bmt-2011-0059,FALSE,1
Comparing multilevel and multiscale convolution models for small area aggregated health data,Aregay M,Spat Spatiotemporal Epidemiol,2017,10.1016/j.sste.2017.06.001,FALSE,1
Comparison of Synthetic Data Generation Techniques for Control Group Survival Data in Oncology Clinical Trials: Simulation Study,"Akiya, I; Ishihara, T; Yamamoto, K",JMIR MEDICAL INFORMATICS,2024,10.2196/55118,FALSE,1
Computing threshold antibody levels of protection in vaccine clinical trials: An assessment of methodological bias,Voysey M,PLoS One,2018,10.1371/journal.pone.0202517,FALSE,1
Concordance Among Methods for Empiric Renal Drug Dosing: Meropenem as a Role Model for Clinical Superiority of Cockroft-Gault or Modification of Diet in Renal Disease,"Al Jasmi, SM; Khan, AH; Saadah, LM; Sulaiman, SAS; Al Khalidi, DK",CLINICAL MEDICINE INSIGHTS-THERAPEUTICS,2018,10.1177/1179559X18777767,FALSE,1
Conducting a team-based multi-sited focused ethnography in primary care,Bikker AP,BMC Med Res Methodol,2017,10.1186/s12874-017-0422-5,FALSE,1
Cone-beam artifact evaluation of the factorization method,"Dennerlein, F; Noo, F",MEDICAL PHYSICS,2011,10.1118/1.3577743,FALSE,1
"Confidence intervals and power calculations for within-person biological variation: effect of analytical imprecision, number of replicates, number of samples, and number of individuals",Røraas T,Clin Chem,2012,10.1373/clinchem.2012.187781,FALSE,1
Consent Management System on Patient-Generated Health Data,Randine P,Stud Health Technol Inform,2024,10.3233/SHTI230956,FALSE,1
Construction of Genealogical Knowledge Graphs From Obituaries: Multitask Neural Network Extraction System,He K,J Med Internet Res,2021,10.2196/25670,FALSE,1
Construction of Rural Distribution Network Reliability Management Computer System Based on Simulated Annealing Algorithm,"Lin, Xiqiao (1); Qin, Huiling (1)","2023 International Conference on Data Science and Network Security, ICDSNS 2023",2023,,FALSE,1
Contamination in trials of educational interventions,"Keogh-Brown, M; Bachmann, M; Shepstone, L; Hewitt, C; Howe, A; Ramsay, C; Song, F; Miles, J; Torgerson, D; Miles, S; Elbourne, D; Harvey, I; Campbell, M",HEALTH TECHNOLOGY ASSESSMENT,2007,,FALSE,1
Context-Aware Time Series Imputation for Multi-Analyte Clinical Data,Yin K,J Healthc Inform Res,2020,10.1007/s41666-020-00075-3,FALSE,1
Continuous time recurrent neural networks: Overview and benchmarking at forecasting blood glucose in the intensive care unit,Fitzgerald O,J Biomed Inform,2023,10.1016/j.jbi.2023.104498,FALSE,1
Contribution of Synthetic Data Generation towards an Improved Patient Stratification in Palliative Care,Hahn W,J Pers Med,2022,10.3390/jpm12081278,FALSE,1
ConvSCCS: convolutional self-controlled case series model for lagged adverse event detection,Morel M,Biostatistics,2020,10.1093/biostatistics/kxz003,FALSE,1
Cost effectiveness study of schizophrenia a management in Mexico,"Lara-Muñoz, MD; Robles-García, R; Orozco, R; Méndez, MTS; Medina-Mora, ME; Chisholm, D",SALUD MENTAL,2010,,FALSE,1
Coverage path planning for cleaning robot based on improved simulated annealing algorithm and ant colony algorithm,"Shi, Kun (1); Wu, Wendi (1); Wu, Zhengtian (1); Jiang, Baoping (1); Karimi, Hamid Reza (2)","Signal, Image and Video Processing",2024,,FALSE,1
Creating High-Quality Synthetic Health Data: Framework for Model Development and Validation,Karimian Sichani E,JMIR Form Res,2024,10.2196/53241,FALSE,1
Creating sparser prediction models of treatment outcome in depression: a proof-of-concept study using simultaneous feature selection and hyperparameter tuning,Rost N,BMC Med Inform Decis Mak,2022,10.1186/s12911-022-01926-2,FALSE,1
Creation and application of a simulated database of dynamic 18fMPPF PET acquisitions incorporating inter-individual anatomical and biological variability,Reilhac A,IEEE Trans Med Imaging,2006,10.1109/TMI.2006.879922,FALSE,1
Cross-comparison of three electromyogram decomposition algorithms assessed with experimental and simulated data,Dai C,IEEE Trans Neural Syst Rehabil Eng,2015,10.1109/TNSRE.2014.2322586,FALSE,1
Cross-validation approaches for penalized Cox regression,Dai B,Stat Methods Med Res,2024,10.1177/09622802241233770,FALSE,1
Crowdsourced direct-to-consumer genomic analysis of a family quartet,Corpas M,BMC Genomics,2015,10.1186/s12864-015-1973-7,FALSE,1
Customized Test Data Generator for HL7v3 based Healthcare Information Systems,"Egner, A; Moldoveanu, F; Goga, N; Moldoveanu, A; Asavei, V; Morar, A",CONTROL ENGINEERING AND APPLIED INFORMATICS,2013,,FALSE,1
D3D augmented reality imaging system: proof of concept in mammography,Douglas DB,Med Devices (Auckl),2016,10.2147/MDER.S110756,FALSE,1
Data Center HVAC Control Harnessing Flexibility Potential via Real-Time Pricing Cost Optimization Using Reinforcement Learning,"Biemann, M; Gunkel, PA; Scheller, F; Huang, L; Liu, XF",IEEE INTERNET OF THINGS JOURNAL,2023,10.1109/JIOT.2023.3263261,FALSE,1
Data Driven Surface Reflectance from Sparse and Irregular Samples,"Ruiters, R; Schwartz, C; Klein, R",COMPUTER GRAPHICS FORUM,2012,10.1111/j.1467-8659.2012.03010.x,FALSE,1
Data Generation With Filtered Œ≤-VAE for the Preoperative Prediction of Adverse Events,"Yamasaki, Yuki (1); Doi, Chiaki (1); Kitagawa, Shiori (1); Seki, Hiroyuki (2, 3); Shigeno, Hiroshi (1)",IEEE Access,2023,,FALSE,1
Data Generation With Filtered β-VAE for the Preoperative Prediction of Adverse Events,"Yamasaki, Yuki (57224447353); Doi, Chiaki (48061025700); Kitagawa, Shiori (58289185300); Seki, Hiroyuki (35273114000); Shigeno, Hiroshi (7003545335)",IEEE Access,2023,10.1109/ACCESS.2023.3276783,FALSE,1
Data Management for Health Data Reuse: Proposal of a Standard Workflow and a R Tutorial with Jupyter Notebook,Lamer A,Stud Health Technol Inform,2022,10.3233/SHTI220912,FALSE,1
Data protection heterogeneity in the european union,"Hölbl, Marko (14632032500); Kežmah, Boštjan (6506943063); Kompara, Marko (57200327764)",Applied Sciences (Switzerland),2021,10.3390/app112210912,FALSE,1
Data protection impact assessment case study for a research project using artificial intelligence on patient data,"Várkonyi, Gizem Gültekin (57221704655); Gradišek, Anton (35179447000)",Informatica (Slovenia),2020,10.31449/INF.V44I4.3253,FALSE,1
"Data Provenance in Healthcare: Approaches, Challenges, and Future Directions",Ahmed M,Sensors (Basel),2023,10.3390/s23146495,FALSE,1
Data Quality Assessment for Observational Medical Outcomes Partnership Common Data Model of Multi-Center,Oh SW,Stud Health Technol Inform,2023,10.3233/SHTI230127,FALSE,1
Data Sharing in Biomedical Sciences: A Systematic Review of Incentives,Devriendt T,Biopreserv Biobank,2021,10.1089/bio.2020.0037,FALSE,1
Data-driven electrical conductivity brain imaging using 3 T MRI,"Jung, Kyu-Jin (57192907979); Mandija, Stefano (56780311000); Cui, Chuanjiang (57223339906); Kim, Jun-Hyeong (57203246372); Al-masni, Mohammed A. (57192575678); Meerbothe, Thierry G. (57824182300); Park, Mina (56819545100); van den Berg, Cornelis A. T. (7101982453); Kim, Dong-Hyun (57756135500)",Human Brain Mapping,2023,10.1002/hbm.26421,FALSE,1
Dataset Comparison Tool: Utility and Privacy,Coutinho-Almeida J,Stud Health Technol Inform,2022,10.3233/SHTI220389,FALSE,1
DataSifter II: Partially synthetic data sharing of sensitive information containing time-varying correlated observations,Zhou N,J Algorithm Comput Technol,2022,10.1177/17483026211065379,FALSE,1
DataSifterText: Partially Synthetic Text Generation for Sensitive Clinical Notes,Zhou N,J Med Syst,2022,10.1007/s10916-022-01880-6,FALSE,1
De-identifying Spanish medical texts - named entity recognition applied to radiology reports,Pérez-Díez I,J Biomed Semantics,2021,10.1186/s13326-021-00236-2,FALSE,1
Dealing with missing outcome data in randomized trials and observational studies,Groenwold RH,Am J Epidemiol,2012,10.1093/aje/kwr302,FALSE,1
Deconvolution of Tc-99m-Mercaptoacetyltriglycine Renograms with the Concomitant Use of a Sparse Legendre Polynomial Representation and the Moore-Penrose Pseudo-inverse,Destine M,Mol Imaging Radionucl Ther,2022,10.4274/mirt.galenos.2021.17363,FALSE,1
Deep Aging Clocks: The Emergence of AI-Based Biomarkers of Aging and Longevity,Zhavoronkov A,Trends Pharmacol Sci,2019,10.1016/j.tips.2019.05.004,FALSE,1
Deep Generative Models for Synthetic Data: A Survey,"Eigenschink, Peter (58277796300); Reutterer, Thomas (6506027894); Vamosi, Stefan (57430844100); Vamosi, Ralf (57199861767); Sun, Chang (57201947370); Kalcher, Klaudius (57556373900)",IEEE Access,2023,10.1109/ACCESS.2023.3275134,FALSE,1
Deep generative models in DataSHIELD,Lenz S,BMC Med Res Methodol,2021,10.1186/s12874-021-01237-6,FALSE,1
Deep learning for cranioplasty in clinical practice: Going from synthetic to real patient data,Kodym O,Comput Biol Med,2021,10.1016/j.compbiomed.2021.104766,FALSE,1
Deep learning-based markerless lung tumor tracking in stereotactic radiotherapy using Siamese networks,Grama D,Med Phys,2023,10.1002/mp.16470,FALSE,1
Deep Learning-Driven Real-Time Multimodal Healthcare Data Synthesis,"Preetha, M. (57191620721); Budaraju, Raja Rao (58198714400); Jackulin, C. (57216490406); Aruna Sri, P.S.G. (57202510066); Padmapriya, T. (56644929900)",International Journal of Intelligent Systems and Applications in Engineering,2024,,FALSE,1
Deep-Learning-Driven Techniques for Real-Time Multimodal Health and Physical Data Synthesis,"Haleem, Muhammad Salman (26666131100); Ekuban, Audrey (57223018164); Antonini, Alessio (56353561600); Pagliara, Silvio (14523356200); Pecchia, Leandro (35746897300); Allocca, Carlo (36241199500)",Electronics (Switzerland),2023,10.3390/electronics12091989,FALSE,1
Defining regions for locality health care planning: a multidimensional approach,Shortt NK,Soc Sci Med,2005,10.1016/j.socscimed.2004.11.016,FALSE,1
Demonstrating an approach for evaluating synthetic geospatial and temporal epidemiologic data utility: results from analyzing >1.8 million SARS-CoV-2 tests in the United States National COVID Cohort Collaborative (N3C),Thomas JA,J Am Med Inform Assoc,2022,10.1093/jamia/ocac045,FALSE,1
Depression in adults with sickle cell disease: a systematic review of the methodological issues in assessing prevalence of depression,"Oudin Doglioni, Damien (57201657877); Chabasseur, Vincent (57222755564); Barbot, Frédéric (36135309000); Galactéros, Frédéric (35448455300); Gay, Marie-Claire (8383964800)",BMC Psychology,2021,10.1186/s40359-021-00543-4,FALSE,1
Description length guided nonlinear unified Granger causality analysis,"Li, Fei (57205719489); Lin, Qiang (26643385900); Zhao, Xiaohu (7407574693); Hu, Zhenghui (8439432400)",Network Neuroscience,2023,10.1162/netn_a_00316,FALSE,1
Desiderata for a Synthetic Clinical Data Generator,Wiedekopf J,Stud Health Technol Inform,2021,10.3233/SHTI210122,FALSE,1
Design and implementation of distributed ledger based health data management system,"Moon, Junho (57199927381); Kim, Dongsoo (55803726900)","International Journal of Innovative Computing, Information and Control",2020,10.24507/ijicic.16.03.1117,FALSE,1
Design and validation of a data simulation model for longitudinal healthcare data,Murray RE,AMIA Annu Symp Proc,2011,,FALSE,1
Design of a decision support system to help clinicians manage glycemia in patients with type 2 diabetes mellitus,"Rodbard, David (57217764255); Vigersky, Robert A. (7004083642)",Journal of Diabetes Science and Technology,2011,10.1177/193229681100500230,FALSE,1
Designing an Attribute-Based Encryption Scheme with an Enhanced Anonymity Model for Privacy Protection in E-Health,"Zala, Kirtirajsinh (58636504500); Thakkar, Hiren Kumar (57193791442); Dholakia, Neel (57865100600); Shukla, Madhu (56973555700); Thumar, Deep (58809035200)",SN Computer Science,2024,10.1007/s42979-023-02541-2,FALSE,1
Designing and testing a blockchain application for patient identity management in healthcare,Khurshid A,JAMIA Open,2021,10.1093/jamiaopen/ooaa073,FALSE,1
DETECT: Feature extraction method for disease trajectory modeling in electronic health records,Singhal P,AMIA Jt Summits Transl Sci Proc,2023,,FALSE,1
Detecting adverse drug reactions following long-term exposure in longitudinal observational data: The exposure-adjusted self-controlled case series,"Schuemie, Martijn J. (35238890300); Trifirò, Gianluca (10140803400); Coloma, Preciosa M. (35572748100); Ryan, Patrick B. (36469223700); Madigan, David (7003348403)",Statistical Methods in Medical Research,2016,10.1177/0962280214527531,FALSE,1
Detecting anomalous sequences in electronic health records using higher-order tensor networks,Niu H,J Biomed Inform,2022,10.1016/j.jbi.2022.104219,FALSE,1
Detecting individual sites subject to episodic diversifying selection,Murrell B,PLoS Genet,2012,10.1371/journal.pgen.1002764,FALSE,1
Detection of COVID-19 features in lung ultrasound images using deep neural networks,Zhao L,Commun Med (Lond),2024,10.1038/s43856-024-00463-5,FALSE,1
Detection of overdose and underdose prescriptions-An unsupervised machine learning approach,Nagata K,PLoS One,2021,10.1371/journal.pone.0260315,FALSE,1
Determination of gamma camera calibration factors for quantitation of therapeutic radioisotopes,Zhao W,EJNMMI Phys,2018,10.1186/s40658-018-0208-9,FALSE,1
"Developing a dual diagnosis service in Cork, Ireland by way of participatory action research (PAR)","Connolly, John (57611056800); MacGabhann, Liam (55327845400); McKeown, Olive (46461721700)",Advances in Dual Diagnosis,2015,10.1108/ADD-09-2014-0022,FALSE,1
Developing a Patient-Centric Healthcare IoT Platform with Blockchain and Smart Contract Data Management,"Duc, B.T. (58126656500); Trung, P.H.T. (59014099300); Trong, N.D.P. (57205672146); Phuc, N.T. (58654374800); Khoa, T.D. (57896610800); Khiem, H.G. (58605020700); Nam, B.T. (59013444800); Bang, L.K. (58604835800)",International Journal of Advanced Computer Science and Applications,2024,10.14569/IJACSA.2024.01504115,FALSE,1
